genre,title,author,description,isbn13,weeks,rating,target
Paperback Trade Fiction,the 20th victim,James Patterson and Maxine Paetro,20th book women’s murder club series lindsay boxer looks murders disreputable persons three separate cities,9781538715468,2,,the 20th victim James Patterson and Maxine Paetro 20th book women’s murder club series lindsay boxer looks murders disreputable persons three separate cities
Paperback Trade Fiction,28 summers,Elin Hilderbrand,relationship started 1993 mallory blessing jake mccloud comes light deathbed wife runs president,9780316428644,3,,28 summers Elin Hilderbrand relationship started 1993 mallory blessing jake mccloud comes light deathbed wife runs president
Paperback Trade Fiction,the girl from the channel islands,Jenny Lecoat,jewish woman living translator germans one channel islands 1940 develops tentative friendship sympathetic german officer,9781525806414,4,,the girl from the channel islands Jenny Lecoat jewish woman living translator germans one channel islands 1940 develops tentative friendship sympathetic german officer
Paperback Trade Fiction,the nightingale,Kristin Hannah,two sisters world war ii france one struggling survive countryside joining resistance,9781250080400,75,,the nightingale Kristin Hannah two sisters world war ii france one struggling survive countryside joining resistance
Paperback Trade Fiction,camino winds,John Grisham,line fact fiction becomes blurred author thrillers found dead hurricane hits camino island,9780593157787,1,,camino winds John Grisham line fact fiction becomes blurred author thrillers found dead hurricane hits camino island
Paperback Trade Fiction,then she was gone,Lisa Jewell,ten years daughter disappears woman tries get life order remains haunted unanswered questions,9781501154652,85,,then she was gone Lisa Jewell ten years daughter disappears woman tries get life order remains haunted unanswered questions
Paperback Trade Fiction,fly away,Kristin Hannah,brash lonely woman must deal personal demons keep promise help family deceased friend sequel firefly lane,9781250031815,3,,fly away Kristin Hannah brash lonely woman must deal personal demons keep promise help family deceased friend sequel firefly lane
Paperback Trade Fiction,parable of the sower,Octavia E. Butler,fifteenyearold lauren olamina fights voice heard california community beset climate change economic crises,9781538732182,2,,parable of the sower Octavia E. Butler fifteenyearold lauren olamina fights voice heard california community beset climate change economic crises
Paperback Trade Fiction,eight perfect murders,Peter Swanson,bookseller finds scrutiny fbi recent killings resemble list fiction’s unsolvable murders,9780062838193,4,,eight perfect murders Peter Swanson bookseller finds scrutiny fbi recent killings resemble list fiction’s unsolvable murders
Paperback Trade Fiction,crazy rich asians,Kevin Kwan,new yorker gets surprise spends summer boyfriend singapore,9780345803788,18,,crazy rich asians Kevin Kwan new yorker gets surprise spends summer boyfriend singapore
Paperback Trade Fiction,china rich girlfriend,Kevin Kwan,second book crazy rich asians trilogy wedding draws near rachel chu discovers birth father,9780804172066,5,,china rich girlfriend Kevin Kwan second book crazy rich asians trilogy wedding draws near rachel chu discovers birth father
Paperback Trade Fiction,rich people problems,Kevin Kwan,final book crazy rich asians trilogy rivalries jealousies arise among privileged families,9780525432371,3,,rich people problems Kevin Kwan final book crazy rich asians trilogy rivalries jealousies arise among privileged families
Paperback Trade Fiction,eleanor oliphant is completely fine,Gail Honeyman,young woman’s wellordered life disrupted guy office,9780735220690,12,,eleanor oliphant is completely fine Gail Honeyman young woman’s wellordered life disrupted guy office
Paperback Trade Fiction,sharp objects,Gillian Flynn,fresh stay psychiatric hospital newspaper reporter reluctantly returns hometown cover murders two girls,9780307341556,52,,sharp objects Gillian Flynn fresh stay psychiatric hospital newspaper reporter reluctantly returns hometown cover murders two girls
Paperback Trade Fiction,less,Andrew Sean Greer,winner 2018 pulitzer prize fiction avoid exboyfriends wedding failed novelist attends literary events around world,9780316316132,14,,less Andrew Sean Greer winner 2018 pulitzer prize fiction avoid exboyfriends wedding failed novelist attends literary events around world
Paperback Trade Fiction,the handmaid's tale,Margaret Atwood,republic gileads dystopian future men women perform services assigned,9780385490818,78,,the handmaid's tale Margaret Atwood republic gileads dystopian future men women perform services assigned
Paperback Trade Fiction,milk and honey,Rupi Kaur,collection poetry love loss trauma healing,9781449474256,124,,milk and honey Rupi Kaur collection poetry love loss trauma healing
Paperback Trade Fiction,origin,Dan Brown,symbology professor goes perilous quest beautiful museum director,9780525563693,6,,origin Dan Brown symbology professor goes perilous quest beautiful museum director
Paperback Trade Fiction,the sun and her flowers,Rupi Kaur,second collection poetry author milk honey,9781449486792,47,,the sun and her flowers Rupi Kaur second collection poetry author milk honey
Paperback Trade Fiction,the guernsey literary and potato peel pie society,Mary Ann Shaffer and Annie Barrows,world war ii journalist travels island guernsey meet residents resisted nazi occupation,9780385341004,54,,the guernsey literary and potato peel pie society Mary Ann Shaffer and Annie Barrows world war ii journalist travels island guernsey meet residents resisted nazi occupation
Paperback Trade Fiction,y is for yesterday,Sue Grafton,25th kinsey millhone mystery novel former student elite private school released prison sociopath returns haunt detective,9780525536703,4,,y is for yesterday Sue Grafton 25th kinsey millhone mystery novel former student elite private school released prison sociopath returns haunt detective
Paperback Trade Fiction,pachinko,Min Jin Lee,early 20th century korean fishermans daughter wealthy strangers child marries pastor moves japan,9781455563920,25,,pachinko Min Jin Lee early 20th century korean fishermans daughter wealthy strangers child marries pastor moves japan
Paperback Trade Fiction,a column of fire,Ken Follett,pair lovers find opposite sides conflict queen elizabeth fights maintain throne,9780451477996,3,,a column of fire Ken Follett pair lovers find opposite sides conflict queen elizabeth fights maintain throne
Paperback Trade Fiction,the rooster bar,John Grisham,three students sleazy forprofit law school hope expose studentloan banker runs,9781101967690,10,,the rooster bar John Grisham three students sleazy forprofit law school hope expose studentloan banker runs
Paperback Trade Fiction,ready player one,Ernest Cline,2044 key vast fortune hidden virtualreality world read wil wheaton 15 hours 46 minutes unabridged,9780307887443,43,,ready player one Ernest Cline 2044 key vast fortune hidden virtualreality world read wil wheaton 15 hours 46 minutes unabridged
Paperback Trade Fiction,we were the lucky ones,Georgia Hunter,1939 members jewish family radom poland forced different circumstances horrors europe increase,9780399563096,4,,we were the lucky ones Georgia Hunter 1939 members jewish family radom poland forced different circumstances horrors europe increase
Paperback Trade Fiction,call me by your name,André Aciman,love affair adolescent boy 24yearold graduate student begins italian riviera 1980s,9781250169440,4,,call me by your name André Aciman love affair adolescent boy 24yearold graduate student begins italian riviera 1980s
Paperback Trade Fiction,lilac girls,Martha Hall Kelly,story three women’s lives world war ii,9781101883082,47,,lilac girls Martha Hall Kelly story three women’s lives world war ii
Paperback Trade Fiction,the women in the castle,Jessica Shattuck,widows three men killed attempting assassinate hitler take refuge together war’s end,9780062563675,4,,the women in the castle Jessica Shattuck widows three men killed attempting assassinate hitler take refuge together war’s end
Paperback Trade Fiction,darker,EL James,christian greys tormented difficult pursuit anastasia steele told perspective,9780385543910,9,,darker EL James christian greys tormented difficult pursuit anastasia steele told perspective
Paperback Trade Fiction,the wife between us,Greer Hendricks and Sarah Pekkanen,story love triangle told several points view,9781250130945,4,,the wife between us Greer Hendricks and Sarah Pekkanen story love triangle told several points view
Paperback Trade Fiction,the 17th suspect,James Patterson and Maxine Paetro,17th book women’s murder club series,9781538760888,3,,the 17th suspect James Patterson and Maxine Paetro 17th book women’s murder club series
Paperback Trade Fiction,my brilliant friend,Elena Ferrante,first installment author’s neapolitan series lifelong friendship two women,9781609455064,36,,my brilliant friend Elena Ferrante first installment author’s neapolitan series lifelong friendship two women
Paperback Trade Fiction,sold on a monday,Kristina McMorris,staged photograph launches career struggling journalist devastates family great depression,9781492663997,5,,sold on a monday Kristina McMorris staged photograph launches career struggling journalist devastates family great depression
Paperback Trade Fiction,the woman in cabin 10,Ruth Ware,travel writer cruise certain heard body thrown overboard one believes,9781501132957,70,,the woman in cabin 10 Ruth Ware travel writer cruise certain heard body thrown overboard one believes
Paperback Trade Fiction,come sundown,Nora Roberts,montana family tested longmissing relative found beaten snow another woman murdered,9781250123084,1,,come sundown Nora Roberts montana family tested longmissing relative found beaten snow another woman murdered
Paperback Trade Fiction,small great things,Jodi Picoult,medical crisis entangles black nurse white supremacist father white lawyer,9780345544971,10,,small great things Jodi Picoult medical crisis entangles black nurse white supremacist father white lawyer
Paperback Trade Fiction,the lying game,Ruth Ware,four friends expelled final year school following mysterious death art teacher come together longheld secret threatens emerge,9781501156205,8,,the lying game Ruth Ware four friends expelled final year school following mysterious death art teacher come together longheld secret threatens emerge
Paperback Trade Fiction,the people vs. alex cross,James Patterson,detective cross takes case even though suspended department taken federal court stand trial murder charges,9781538745519,3,,the people vs. alex cross James Patterson detective cross takes case even though suspended department taken federal court stand trial murder charges
Paperback Trade Fiction,camino island,John Grisham,search stolen rare manuscripts leads florida island,9781524797140,8,,camino island John Grisham search stolen rare manuscripts leads florida island
Paperback Trade Fiction,norse mythology,Neil Gaiman,modern retelling norse folklore,9780393356182,3,,norse mythology Neil Gaiman modern retelling norse folklore
Paperback Trade Fiction,magpie murders,Anthony Horowitz,novel within novel pays homage updates agatha christiestyle mysteries,9780062645234,5,,magpie murders Anthony Horowitz novel within novel pays homage updates agatha christiestyle mysteries
Paperback Trade Fiction,the husband's secret,Liane Moriarty,cecilia fitzpatrick — successful businesswoman devoted wife mother — finds letter throws everything shes believed doubt,9780425267721,8,,the husband's secret Liane Moriarty cecilia fitzpatrick — successful businesswoman devoted wife mother — finds letter throws everything shes believed doubt
Paperback Trade Fiction,the escape,David Baldacci,john puller special agent army hunts brother convicted treason escaped prison,9781455521166,5,,the escape David Baldacci john puller special agent army hunts brother convicted treason escaped prison
Paperback Trade Fiction,orphan train,Christina Baker Kline,historical novel orphans swept streets new york sent midwest 1920s,9780061950728,88,,orphan train Christina Baker Kline historical novel orphans swept streets new york sent midwest 1920s
Paperback Trade Fiction,the alchemist,Paulo Coelho,fable spanish shepherd boy ventures egypt search treasure destiny,9780062315007,351,,the alchemist Paulo Coelho fable spanish shepherd boy ventures egypt search treasure destiny
Paperback Trade Fiction,euphoria,Lily King,three anthropologists 1930s new guinea caught passionate love triangle,9780802123701,3,,euphoria Lily King three anthropologists 1930s new guinea caught passionate love triangle
Paperback Trade Fiction,dark places,Gillian Flynn,woman child spared mother sisters murdered begins reinvestigate case imprisoned brother,9780307341570,83,,dark places Gillian Flynn woman child spared mother sisters murdered begins reinvestigate case imprisoned brother
Paperback Trade Fiction,what alice forgot,Liane Moriarty,alice love happily married pregnant 29yearold passes wakes discover shes actually 39 three kids middle acrimonious divorce,9780425247440,3,,what alice forgot Liane Moriarty alice love happily married pregnant 29yearold passes wakes discover shes actually 39 three kids middle acrimonious divorce
Paperback Trade Fiction,gone girl,Gillian Flynn,woman disappears missouri home fifth anniversary bitter oddly evasive husband killer,9780307588371,0,,gone girl Gillian Flynn woman disappears missouri home fifth anniversary bitter oddly evasive husband killer
Paperback Trade Fiction,wolf hall,Hilary Mantel,thomas thomas cromwell clash court henry viii winner 2009 man booker prize,9780312429980,0,,wolf hall Hilary Mantel thomas thomas cromwell clash court henry viii winner 2009 man booker prize
Paperback Trade Fiction,the rosie project,Graeme Simsion,genetics professor aspergers syndrome becomes involved unconventional woman,9781476729091,0,,the rosie project Graeme Simsion genetics professor aspergers syndrome becomes involved unconventional woman
Paperback Trade Fiction,the longest ride,Nicholas Sparks,lives two couples converge unexpectedly 91yearold ira visited beloved wife passed away years earlier sophia college student enthralled young cowboy,9781455584727,0,,the longest ride Nicholas Sparks lives two couples converge unexpectedly 91yearold ira visited beloved wife passed away years earlier sophia college student enthralled young cowboy
Paperback Trade Fiction,the storied life of a. j. fikry,Gabrielle Zevin,downonhisluck bookseller gets second chance small mysterious package arrives store,9781616204518,0,,the storied life of a. j. fikry Gabrielle Zevin downonhisluck bookseller gets second chance small mysterious package arrives store
Paperback Trade Fiction,americanah,Chimamanda Ngozi Adichie,young love ifemelu obinze leave militaryruled nigeria west ifemelu finds academic success america obinze plunges dangerous undocumented life london,9780307455925,0,,americanah Chimamanda Ngozi Adichie young love ifemelu obinze leave militaryruled nigeria west ifemelu finds academic success america obinze plunges dangerous undocumented life london
Paperback Trade Fiction,all fall down,Jennifer Weiner,woman becomes addicted pain medication,9781451617795,0,,all fall down Jennifer Weiner woman becomes addicted pain medication
Paperback Trade Fiction,the one and only,Emily Giffin,woman grown made life small footballobsessed texas town begins expand horizons,9780345546906,0,,the one and only Emily Giffin woman grown made life small footballobsessed texas town begins expand horizons
Paperback Trade Fiction,still alice,Lisa Genova,professor learns earlyonset alzheimers disease basis movie,9781501106422,0,,still alice Lisa Genova professor learns earlyonset alzheimers disease basis movie
Paperback Trade Fiction,one more thing,B J Novak,humorous stories writer actor “the office”,9780804169783,0,,one more thing B J Novak humorous stories writer actor “the office”
Paperback Trade Fiction,grey,E L James,sequel told christian’s point view revisits tortured romance controlling billionaire unassuming ana,9781101946343,2,,grey E L James sequel told christian’s point view revisits tortured romance controlling billionaire unassuming ana
Paperback Trade Fiction,station eleven,Emily St John Mandel,pandemic small troupe actors musicians dedicate keeping remnants art humanity alive,9780804172448,4,,station eleven Emily St John Mandel pandemic small troupe actors musicians dedicate keeping remnants art humanity alive
Paperback Trade Fiction,the vacationers,Emma Straub,wellheeled new yorkers friends spend two weeks majorca time rivalries secrets come light,9781594633881,3,,the vacationers Emma Straub wellheeled new yorkers friends spend two weeks majorca time rivalries secrets come light
Paperback Trade Fiction,the invention of wings,Sue Monk Kidd,bond wealthy charleston girl grows become abolitionist slave given 11th birthday,9780143121701,8,,the invention of wings Sue Monk Kidd bond wealthy charleston girl grows become abolitionist slave given 11th birthday
Paperback Trade Fiction,leaving time,Jodi Picoult,searching mother disappeared 10 years woman employs psychic detective,9780345544940,9,,leaving time Jodi Picoult searching mother disappeared 10 years woman employs psychic detective
Paperback Trade Fiction,everything i never told you,Celeste Ng,daughter’s death drowning tears away chineseamerican family 1970s ohio,9780143127550,5,,everything i never told you Celeste Ng daughter’s death drowning tears away chineseamerican family 1970s ohio
Paperback Trade Fiction,a game of thrones,George RR Martin,frozen wastes north winterfell sinister supernatural forces mustering,9780553381689,0,,a game of thrones George RR Martin frozen wastes north winterfell sinister supernatural forces mustering
Paperback Trade Fiction,written in my own heart's blood,Diana Gabaldon,eighth outlander adventure jamie fraser returns presumed watery grave find claire married best friend,9780553386882,0,,written in my own heart's blood Diana Gabaldon eighth outlander adventure jamie fraser returns presumed watery grave find claire married best friend
Paperback Trade Fiction,mr. mercedes,Stephen King,raceagainsttheclock thriller murderers weapon luxury car hes ready take thousands,9781476754475,0,,mr. mercedes Stephen King raceagainsttheclock thriller murderers weapon luxury car hes ready take thousands
Paperback Trade Fiction,memory man,David Baldacci,blessing curse perfect recall former police detective seizes chance solve familys murder,9781455559817,2,,memory man David Baldacci blessing curse perfect recall former police detective seizes chance solve familys murder
Paperback Trade Fiction,eve,Wm Paul Young,novel based creation narrative young woman washes shore world next,9781501101427,2,,eve Wm Paul Young novel based creation narrative young woman washes shore world next
Paperback Trade Fiction,gray mountain,John Grisham,laidoff lawyer bid reclaim corporate perch moves appalachian mining town legalaid work starts rile big coal,9781101964873,6,,gray mountain John Grisham laidoff lawyer bid reclaim corporate perch moves appalachian mining town legalaid work starts rile big coal
Paperback Trade Fiction,big little lies,Liane Moriarty,death elementary schools trivia night reveals rivalries among parents raises questions murder,9780425274866,7,,big little lies Liane Moriarty death elementary schools trivia night reveals rivalries among parents raises questions murder
Paperback Trade Fiction,my brilliant friend,Elena Ferrante,first installment author’s neapolitan series lifelong friendship two women,9781609450786,4,,my brilliant friend Elena Ferrante first installment author’s neapolitan series lifelong friendship two women
Paperback Trade Fiction,the story of the lost child,Elena Ferrante,fourth final neapolitan novel lifelong friendship two women,9781609452865,4,,the story of the lost child Elena Ferrante fourth final neapolitan novel lifelong friendship two women
Paperback Trade Fiction,nypd red 3,James Patterson and Marshall Karp,detective zach jordan partner investigate disappearance billionaire’s son,9781455584925,0,,nypd red 3 James Patterson and Marshall Karp detective zach jordan partner investigate disappearance billionaire’s son
Paperback Trade Fiction,fifty shades of grey,E L James,inexperienced college student falls love tortured man particular sexual tastes first book trilogy,9780345803481,143,,fifty shades of grey E L James inexperienced college student falls love tortured man particular sexual tastes first book trilogy
Paperback Trade Fiction,fifty shades darker,E L James,daunted christians dark secrets anastasia ends relationship — desire still dominates every thought second book trilogy,9780345803498,105,,fifty shades darker E L James daunted christians dark secrets anastasia ends relationship — desire still dominates every thought second book trilogy
Paperback Trade Fiction,fifty shades freed,E L James,reunited anastasia christian face world possibilities unexpected challenges final volume trilogy,9780345803504,99,,fifty shades freed E L James reunited anastasia christian face world possibilities unexpected challenges final volume trilogy
Paperback Trade Fiction,the alchemist,Paulo Coelho,fable spanish shepherd boy ventures egypt search treasure destiny,9780061122415,344,,the alchemist Paulo Coelho fable spanish shepherd boy ventures egypt search treasure destiny
Paperback Trade Fiction,ruby,Cynthia Bond,voodoo faith racism converge east texas town man forced choose sister raised disgraced woman loved since boy,9780804188241,2,,ruby Cynthia Bond voodoo faith racism converge east texas town man forced choose sister raised disgraced woman loved since boy
Paperback Trade Fiction,chestnut street,Maeve Binchy,binchy died 2012 depicts ordinary lives dublin,9780804170086,0,,chestnut street Maeve Binchy binchy died 2012 depicts ordinary lives dublin
Paperback Trade Fiction,mean streak,Sandra Brown,doctor presumed dead fights life outreaches wonders madman shes escaping,9781455581146,0,,mean streak Sandra Brown doctor presumed dead fights life outreaches wonders madman shes escaping
Paperback Trade Fiction,the matchmaker,Elin Hilderbrand,nantucketer finds matchmaking skills tested high school boyfriend arrives island,9780316099691,0,,the matchmaker Elin Hilderbrand nantucketer finds matchmaking skills tested high school boyfriend arrives island
Paperback Trade Fiction,the help,Kathryn Stockett,three women — white socialite two black maids — work tellall book black domestic servants 1960s mississippi,9780425232200,38,,the help Kathryn Stockett three women — white socialite two black maids — work tellall book black domestic servants 1960s mississippi
Paperback Trade Fiction,the girl with the dragon tattoo,Stieg Larsson,hacker journalist investigate disappearance swedish heiress first volume millennium trilogy,9780307454546,131,,the girl with the dragon tattoo Stieg Larsson hacker journalist investigate disappearance swedish heiress first volume millennium trilogy
Paperback Trade Fiction,the tiger's wife,Téa Obreht,fable allegory illustrate complexities balkan history young doctor unravels mysterious circumstances surrounding beloved grandfather’s death,9780385343848,8,,the tiger's wife Téa Obreht fable allegory illustrate complexities balkan history young doctor unravels mysterious circumstances surrounding beloved grandfather’s death
Paperback Trade Fiction,the next always,Nora Roberts,historic hotel boonsboro md getting facelift montgomery brothers eccentric mother,9780425243213,8,,the next always Nora Roberts historic hotel boonsboro md getting facelift montgomery brothers eccentric mother
Paperback Trade Fiction,the girl who played with fire,Stieg Larsson,second volume millennium trilogy swedish hacker lisbeth salander becomes murder suspect,9780307454553,81,,the girl who played with fire Stieg Larsson second volume millennium trilogy swedish hacker lisbeth salander becomes murder suspect
Paperback Trade Fiction,the art of racing in the rain,Garth Stein,insightful labterrier mix helps owner struggling race car driver,9780061537967,133,,the art of racing in the rain Garth Stein insightful labterrier mix helps owner struggling race car driver
Paperback Trade Fiction,extremely loud and incredibly close,Jonathan Safran Foer,precocious boy goes scavenger hunt new york’s five boroughs search lock fits key belonging father died sept 11,9780618711659,1,,extremely loud and incredibly close Jonathan Safran Foer precocious boy goes scavenger hunt new york’s five boroughs search lock fits key belonging father died sept 11
Paperback Trade Fiction,cutting for stone,Abraham Verghese,twin brothers conjoined separated grow amid political turmoil ethiopia,9780375714368,100,,cutting for stone Abraham Verghese twin brothers conjoined separated grow amid political turmoil ethiopia
Paperback Trade Fiction,sing you home,Jodi Picoult,picoult takes issues gay rights reproductive science novel music therapist desperately wants child,9781439102732,10,,sing you home Jodi Picoult picoult takes issues gay rights reproductive science novel music therapist desperately wants child
Paperback Trade Fiction,a game of thrones,George RR Martin,frozen wastes north winterfell sinister supernatural forces mustering book 1 song ice fire,9780553386790,21,,a game of thrones George RR Martin frozen wastes north winterfell sinister supernatural forces mustering book 1 song ice fire
Paperback Trade Fiction,sarah’s key,Tatiana de Rosnay,contemporary american journalist investigates happened little girl family roundup jews paris 1942,9780312370848,147,,sarah’s key Tatiana de Rosnay contemporary american journalist investigates happened little girl family roundup jews paris 1942
Paperback Trade Fiction,water for elephants,Sara Gruen,distraught death parents young veterinary student — elephant — saves depressionera circus,9781565125605,151,,water for elephants Sara Gruen distraught death parents young veterinary student — elephant — saves depressionera circus
Paperback Trade Fiction,world war z,Max Brooks,oral history imagined zombie war nearly destroys civilization,9780307346612,18,,world war z Max Brooks oral history imagined zombie war nearly destroys civilization
Paperback Trade Fiction,swamplandia!,Karen Russell,exuberant first novel kind expansion russell’s story ava wrestles alligator concerns pleasures miseries life failing alligator theme park everglades,9780307276681,2,,swamplandia! Karen Russell exuberant first novel kind expansion russell’s story ava wrestles alligator concerns pleasures miseries life failing alligator theme park everglades
Paperback Trade Fiction,tick tock,James Patterson and Michael Ledwidge,new york detective michael bennett enlists help former colleague solve rash horrifying crimes throwing city chaos,9780446584333,5,,tick tock James Patterson and Michael Ledwidge new york detective michael bennett enlists help former colleague solve rash horrifying crimes throwing city chaos
Paperback Trade Fiction,squirrel seeks chipmunk,David Sedaris,look human nature darkly comic morality stories enacted animals,9780316038409,11,,squirrel seeks chipmunk David Sedaris look human nature darkly comic morality stories enacted animals
Paperback Trade Fiction,a visit from the goon squad,Jennifer Egan,time relentless “goon squad” rock ’n’ roll novel explores tattered lives cynical record producer people intersect world 2011 pulitzer winner,9780307477477,40,,a visit from the goon squad Jennifer Egan time relentless “goon squad” rock ’n’ roll novel explores tattered lives cynical record producer people intersect world 2011 pulitzer winner
Paperback Trade Fiction,fall of giants,Ken Follett,five interrelated families five countries caught upheavals world war russian revolution,9780451232571,10,,fall of giants Ken Follett five interrelated families five countries caught upheavals world war russian revolution
Paperback Trade Fiction,cloud atlas,David Mitchell,six linked stories involve myriad characters conflicts new zealand mid19th century stowaway moriori belgian estate 1930s 1970s california plucky journalist,9780375507250,12,,cloud atlas David Mitchell six linked stories involve myriad characters conflicts new zealand mid19th century stowaway moriori belgian estate 1930s 1970s california plucky journalist
Paperback Trade Fiction,the innocent,David Baldacci,something latest mission seems wrong government assassin robie refuses kill he’s target trying protect 14yearold girl center vast coverup,9781455519002,2,,the innocent David Baldacci something latest mission seems wrong government assassin robie refuses kill he’s target trying protect 14yearold girl center vast coverup
Paperback Trade Fiction,bared to you,Sylvia Day,eva gideon recovering difficult pasts develop intense obsessive relationship,9780425263907,19,,bared to you Sylvia Day eva gideon recovering difficult pasts develop intense obsessive relationship
Paperback Trade Fiction,life of pi,Yann Martel,allegory high seas teenage boy 450pound tiger thrown together lifeboat shipwreck,9780156027328,3,,life of pi Yann Martel allegory high seas teenage boy 450pound tiger thrown together lifeboat shipwreck
Paperback Trade Fiction,the harbinger,Jonathan Cahn,man tells encounters mysterious figure given series messages hold secret america’s future,9781616386108,42,,the harbinger Jonathan Cahn man tells encounters mysterious figure given series messages hold secret america’s future
Paperback Trade Fiction,guilty wives,James Patterson and David Ellis,four friends monte carlo luxurious girls’ vacation find prison accused unthinkable crime,9781455506668,5,,guilty wives James Patterson and David Ellis four friends monte carlo luxurious girls’ vacation find prison accused unthinkable crime
Paperback Trade Fiction,the marriage plot,Jeffrey Eugenides,three brown graduates early 1980s — beautiful uncertain madeleine charismatic leonard mystically inclined mitchell — wrestle love religion coming age,9781250014764,7,,the marriage plot Jeffrey Eugenides three brown graduates early 1980s — beautiful uncertain madeleine charismatic leonard mystically inclined mitchell — wrestle love religion coming age
Paperback Trade Fiction,the sense of an ending,Julian Barnes,unexpected bequest causes man 60s question understanding past winner 2011 man booker prize,9780307947727,20,,the sense of an ending Julian Barnes unexpected bequest causes man 60s question understanding past winner 2011 man booker prize
Paperback Trade Fiction,the night circus,Erin Morgenstern,magical circus whirls major cities turn 20th century two young rivals become collaborators fall love,9780307744432,16,,the night circus Erin Morgenstern magical circus whirls major cities turn 20th century two young rivals become collaborators fall love
Paperback Trade Fiction,the best of me,Nicholas Sparks,twentyfive years high school romance ended man woman gone separate ways return north carolina town funeral friend,9780446547642,11,,the best of me Nicholas Sparks twentyfive years high school romance ended man woman gone separate ways return north carolina town funeral friend
Paperback Trade Fiction,the language of flowers,Vanessa Diffenbaugh,young woman’s gift flowers helps change lives others even struggles troubled past,9780345525550,22,,the language of flowers Vanessa Diffenbaugh young woman’s gift flowers helps change lives others even struggles troubled past
Paperback Trade Fiction,beautiful disaster,Jamie McGuire,abby believes enough distance dark past college she’s quickly challenged attractive dangerous man,9781476712048,10,,beautiful disaster Jamie McGuire abby believes enough distance dark past college she’s quickly challenged attractive dangerous man
Paperback Trade Fiction,the kitchen house,Kathleen Grissom,young indentured servant ireland must navigate racial divide virginia plantation life 1790,9781439153666,5,,the kitchen house Kathleen Grissom young indentured servant ireland must navigate racial divide virginia plantation life 1790
Paperback Trade Fiction,rules of civility,Amor Towles,chance encounter consequences provide 25yearold woman access new york social circle 1930s,9780143121169,13,,rules of civility Amor Towles chance encounter consequences provide 25yearold woman access new york social circle 1930s
Paperback Trade Fiction,the girl who kicked the hornet’s nest,Stieg Larsson,last volume millennium trilogy mikael blomkvist lisbeth salander threatened adversary deep within government,9780307454560,5,,the girl who kicked the hornet’s nest Stieg Larsson last volume millennium trilogy mikael blomkvist lisbeth salander threatened adversary deep within government
Paperback Trade Fiction,the lucky one,Nicholas Sparks,marine returning home sets track woman whose photo found iraq,9781455508969,17,,the lucky one Nicholas Sparks marine returning home sets track woman whose photo found iraq
Paperback Trade Fiction,the weird sisters,Eleanor Brown,quarrelsome andreas sisters — staid rose fastliving bean bohemian cordy — returned childhood home face parents’ frailty personal disappointments,9780425244142,7,,the weird sisters Eleanor Brown quarrelsome andreas sisters — staid rose fastliving bean bohemian cordy — returned childhood home face parents’ frailty personal disappointments
Paperback Trade Fiction,fifty shades of grey,E L James,inexperienced college student falls love tortured man particular sexual tastes first book trilogy,9781612130286,3,,fifty shades of grey E L James inexperienced college student falls love tortured man particular sexual tastes first book trilogy
Paperback Trade Fiction,kill me if you can,James Patterson and Marshall Karp,young man finds bag diamonds new york city stalked rival assassins,9780446571876,5,,kill me if you can James Patterson and Marshall Karp young man finds bag diamonds new york city stalked rival assassins
Paperback Trade Fiction,abraham lincoln: vampire hunter,Seth Grahame-Smith,journal reveals lincoln’s fight undead author “pride prejudice zombies,9780446563079,4,,abraham lincoln: vampire hunter Seth Grahame-Smith journal reveals lincoln’s fight undead author “pride prejudice zombies
Paperback Trade Fiction,before i go to sleep,S J Watson,mysterious accident amnesiac can’t remember past form new memories tries uncover truth,9780062060563,5,,before i go to sleep S J Watson mysterious accident amnesiac can’t remember past form new memories tries uncover truth
Paperback Trade Fiction,the house at tyneford,Natasha Solomons,1938 jewish refugee vienna forms momentous friendship english manor house must work maid,9780452297647,1,,the house at tyneford Natasha Solomons 1938 jewish refugee vienna forms momentous friendship english manor house must work maid
Paperback Trade Fiction,dreams of joy,Lisa See,angry mother aunt family secrets strongwilled young woman runs away shanghai 1957 search birth father,9780812980547,6,,dreams of joy Lisa See angry mother aunt family secrets strongwilled young woman runs away shanghai 1957 search birth father
Paperback Trade Fiction,a clash of kings,George RR Martin,citadel dragonstone shores winterfell factions vie control divided land book 2 song ice fire,9780553381696,10,,a clash of kings George RR Martin citadel dragonstone shores winterfell factions vie control divided land book 2 song ice fire
Paperback Trade Fiction,hotel on the corner of bitter and sweet,Jamie Ford,friendship chineseamerican boy japaneseamerican girl seattle world war ii,9780345505347,75,,hotel on the corner of bitter and sweet Jamie Ford friendship chineseamerican boy japaneseamerican girl seattle world war ii
Paperback Trade Fiction,the perfect hope,Nora Roberts,sparks fly new year’s eve kiss toughasnails ryder montgomery hope beaumont innkeeper bedandbreakfast final volume inn boonsboro trilogy,9780425246047,2,,the perfect hope Nora Roberts sparks fly new year’s eve kiss toughasnails ryder montgomery hope beaumont innkeeper bedandbreakfast final volume inn boonsboro trilogy
Paperback Trade Fiction,reflected in you,Sylvia Day,sensual story began bared continues eva gideon learn deal unexpected challenges,9780425263914,4,,reflected in you Sylvia Day sensual story began bared continues eva gideon learn deal unexpected challenges
